id,education_level,stream_or_subject_interest,recommended_degree_or_course,career_field,entry_level_job,mid_level_job,senior_level_job,key_skills_required,recommended_soft_skills,typical_university_subjects,certifications_or_extra_training,industry_growth_in_sri_lanka,global_demand_level,average_starting_salary_lkr,future_salary_range_lkr,remote_work_possibility,freelance_opportunity,automation_risk,job_description
166,A/L Completed,Maths;ICT;Technology,BSc Information Technology,IT Infrastructure,IT Technician,Network Engineer,Network Architect,Linux/Windows Server;Routing & Switching;Cloud Computing (AWS/Azure),Troubleshooting;Customer Service;Reliability;Time Management,Computer Networks;System Administration;Operating Systems,CCNA;CompTIA Network+;AWS SysOps;CCNP,High,High,116000,376000-1500000,Yes,Medium,Medium,"Designing, installing, and maintaining the computer networks and systems that organizations rely on."
167,A/L Pending,Maths;ICT;Technology,Foundation in IT,IT Infrastructure,IT Technician,Systems Administrator,Senior Cloud Architect,Linux/Windows Server;Routing & Switching;Cloud Computing (AWS/Azure),Troubleshooting;Customer Service;Reliability;Time Management,Computer Networks;System Administration;Operating Systems,CCNA;CompTIA Network+;AWS SysOps;CCNP,High,Medium,118000,470000-940000,Yes,Medium,Low,"Designing, installing, and maintaining the computer networks and systems that organizations rely on."
168,O/L Completed,Maths;ICT;Technology,Foundation in IT,IT Infrastructure,Junior Systems Administrator,Cloud Engineer,Senior Cloud Architect,Linux/Windows Server;Routing & Switching;Cloud Computing (AWS/Azure),Troubleshooting;Customer Service;Reliability;Time Management,Computer Networks;System Administration;Operating Systems,CCNA;CompTIA Network+;AWS SysOps;CCNP,Moderate,Very High,103000,272000-540000,Yes,Medium,Medium,"Designing, installing, and maintaining the computer networks and systems that organizations rely on."
169,A/L Completed,Maths;ICT;Technology,BSc Computer Networking,IT Infrastructure,IT Technician,Network Engineer,Senior Cloud Architect,Linux/Windows Server;Routing & Switching;Cloud Computing (AWS/Azure),Troubleshooting;Customer Service;Reliability;Time Management,Computer Networks;System Administration;Operating Systems,CCNA;CompTIA Network+;AWS SysOps;CCNP,Very High,Very High,109000,378000-1510000,Yes,Medium,Low,"Designing, installing, and maintaining the computer networks and systems that organizations rely on."
170,Graduate,Maths;ICT;Technology,BSc Cloud Computing,IT Infrastructure,Network Support Engineer,Network Engineer,Senior Cloud Architect,Linux/Windows Server;Routing & Switching;Cloud Computing (AWS/Azure),Troubleshooting;Customer Service;Reliability;Time Management,Computer Networks;System Administration;Operating Systems,CCNA;CompTIA Network+;AWS SysOps;CCNP,Very High,Very High,74000,257000-1030000,Yes,Medium,Low,"Designing, installing, and maintaining the computer networks and systems that organizations rely on."
171,Diploma Holder,Maths;ICT;Technology,BSc Cloud Computing,IT Infrastructure,Network Support Engineer,Network Engineer,IT Infrastructure Manager,Linux/Windows Server;Routing & Switching;Cloud Computing (AWS/Azure),Troubleshooting;Customer Service;Reliability;Time Management,Computer Networks;System Administration;Operating Systems,CCNA;CompTIA Network+;AWS SysOps;CCNP,Very High,Medium,73000,431000-1720000,Yes,Medium,Low,"Designing, installing, and maintaining the computer networks and systems that organizations rely on."
172,A/L Completed,Maths;ICT;Technology,BSc Cloud Computing,IT Infrastructure,IT Technician,Systems Administrator,Senior Cloud Architect,Linux/Windows Server;Routing & Switching;Cloud Computing (AWS/Azure),Troubleshooting;Customer Service;Reliability;Time Management,Computer Networks;System Administration;Operating Systems,CCNA;CompTIA Network+;AWS SysOps;CCNP,Moderate,High,80000,450000-1350000,Yes,Medium,Low,"Designing, installing, and maintaining the computer networks and systems that organizations rely on."
173,Graduate,Maths;ICT;Technology,BSc Information Technology,IT Infrastructure,Junior Systems Administrator,Cloud Engineer,Network Architect,Linux/Windows Server;Routing & Switching;Cloud Computing (AWS/Azure),Troubleshooting;Customer Service;Reliability;Time Management,Computer Networks;System Administration;Operating Systems,CCNA;CompTIA Network+;AWS SysOps;CCNP,Very High,Very High,114000,285000-1140000,Yes,Medium,Medium,"Designing, installing, and maintaining the computer networks and systems that organizations rely on."
174,A/L Completed,Maths;ICT;Technology,BSc Computer Networking,IT Infrastructure,Network Support Engineer,Systems Administrator,Senior Cloud Architect,Linux/Windows Server;Routing & Switching;Cloud Computing (AWS/Azure),Troubleshooting;Customer Service;Reliability;Time Management,Computer Networks;System Administration;Operating Systems,CCNA;CompTIA Network+;AWS SysOps;CCNP,High,High,95000,374000-750000,Yes,Medium,Low,"Designing, installing, and maintaining the computer networks and systems that organizations rely on."
175,O/L Completed,Maths;ICT;Technology,NVQ Level 4 Network Technician,IT Infrastructure,Junior Systems Administrator,Network Engineer,Senior Cloud Architect,Linux/Windows Server;Routing & Switching;Cloud Computing (AWS/Azure),Troubleshooting;Customer Service;Reliability;Time Management,Computer Networks;System Administration;Operating Systems,CCNA;CompTIA Network+;AWS SysOps;CCNP,Very High,High,120000,475000-1420000,Yes,Medium,Low,"Designing, installing, and maintaining the computer networks and systems that organizations rely on."
176,A/L Completed,Maths;ICT;Technology,BSc Information Technology,IT Infrastructure,IT Technician,Systems Administrator,Network Architect,Linux/Windows Server;Routing & Switching;Cloud Computing (AWS/Azure),Troubleshooting;Customer Service;Reliability;Time Management,Computer Networks;System Administration;Operating Systems,CCNA;CompTIA Network+;AWS SysOps;CCNP,Very High,Very High,107000,340000-680000,Yes,Medium,Low,"Designing, installing, and maintaining the computer networks and systems that organizations rely on."
177,A/L Completed,Maths;ICT;Technology,BSc Cloud Computing,IT Infrastructure,Junior Systems Administrator,Cloud Engineer,Senior Cloud Architect,Linux/Windows Server;Routing & Switching;Cloud Computing (AWS/Azure),Troubleshooting;Customer Service;Reliability;Time Management,Computer Networks;System Administration;Operating Systems,CCNA;CompTIA Network+;AWS SysOps;CCNP,Moderate,Very High,81000,327000-980000,Yes,Medium,Low,"Designing, installing, and maintaining the computer networks and systems that organizations rely on."
178,A/L Completed,Maths;ICT;Technology,BSc Computer Networking,IT Infrastructure,Junior Systems Administrator,Network Engineer,Senior Cloud Architect,Linux/Windows Server;Routing & Switching;Cloud Computing (AWS/Azure),Troubleshooting;Customer Service;Reliability;Time Management,Computer Networks;System Administration;Operating Systems,CCNA;CompTIA Network+;AWS SysOps;CCNP,Moderate,Medium,89000,499000-1000000,Yes,Medium,Medium,"Designing, installing, and maintaining the computer networks and systems that organizations rely on."
179,A/L Pending,Maths;ICT;Technology,BSc Cloud Computing,IT Infrastructure,IT Technician,Systems Administrator,IT Infrastructure Manager,Linux/Windows Server;Routing & Switching;Cloud Computing (AWS/Azure),Troubleshooting;Customer Service;Reliability;Time Management,Computer Networks;System Administration;Operating Systems,CCNA;CompTIA Network+;AWS SysOps;CCNP,Moderate,High,84000,294000-880000,Yes,Medium,Low,"Designing, installing, and maintaining the computer networks and systems that organizations rely on."
180,A/L Completed,Maths;ICT;Technology,BSc Information Technology,IT Infrastructure,IT Technician,Network Engineer,Network Architect,Linux/Windows Server;Routing & Switching;Cloud Computing (AWS/Azure),Troubleshooting;Customer Service;Reliability;Time Management,Computer Networks;System Administration;Operating Systems,CCNA;CompTIA Network+;AWS SysOps;CCNP,Moderate,Very High,80000,382000-1150000,Yes,Medium,Medium,"Designing, installing, and maintaining the computer networks and systems that organizations rely on."
181,Undergraduate,Maths;Technology,BSc Automobile Engineering,Mechanical Engineering,Maintenance Engineer Trainee,Maintenance Engineer,Engineering Director,Thermodynamics;Robotics;CAD/CAM;Quality Control,Analytical Thinking;Problem Solving;Attention to Detail,Machine Design;Fluid Mechanics;Thermodynamics;Control Systems,SolidWorks Certification;Chartered Engineer (CEng);Six Sigma,High,Medium,114000,507000-1010000,No,Low,Low,"Designing, developing, building, and testing mechanical and thermal sensors and devices."
182,A/L Completed,Maths;Technology,BSc Mechatronics,Mechanical Engineering,Junior Mechanical Engineer,Maintenance Engineer,Engineering Director,Thermodynamics;Robotics;CAD/CAM;Quality Control,Analytical Thinking;Problem Solving;Attention to Detail,Machine Design;Fluid Mechanics;Thermodynamics;Control Systems,SolidWorks Certification;Chartered Engineer (CEng);Six Sigma,Very High,High,105000,560000-1120000,No,Low,Low,"Designing, developing, building, and testing mechanical and thermal sensors and devices."
183,Career Switcher,Maths;Technology,BSc Automobile Engineering,Mechanical Engineering,Maintenance Engineer Trainee,Production Engineer,Senior Mechanical Engineer,Thermodynamics;Robotics;CAD/CAM;Quality Control,Analytical Thinking;Problem Solving;Attention to Detail,Machine Design;Fluid Mechanics;Thermodynamics;Control Systems,SolidWorks Certification;Chartered Engineer (CEng);Six Sigma,Very High,Medium,134000,509000-1530000,No,Low,Medium,"Designing, developing, building, and testing mechanical and thermal sensors and devices."
184,Graduate,Maths;Technology,BSc Mechatronics,Mechanical Engineering,Design Engineer Intern,Maintenance Engineer,Engineering Director,Thermodynamics;Robotics;CAD/CAM;Quality Control,Analytical Thinking;Problem Solving;Attention to Detail,Machine Design;Fluid Mechanics;Thermodynamics;Control Systems,SolidWorks Certification;Chartered Engineer (CEng);Six Sigma,Moderate,Medium,136000,497000-1990000,No,Low,Low,"Designing, developing, building, and testing mechanical and thermal sensors and devices."
185,Diploma Holder,Maths;Technology,Foundation in Engineering,Mechanical Engineering,Maintenance Engineer Trainee,Mechanical Engineer,Plant Manager,Thermodynamics;Robotics;CAD/CAM;Quality Control,Analytical Thinking;Problem Solving;Attention to Detail,Machine Design;Fluid Mechanics;Thermodynamics;Control Systems,SolidWorks Certification;Chartered Engineer (CEng);Six Sigma,Moderate,Very High,97000,598000-2390000,No,Low,Low,"Designing, developing, building, and testing mechanical and thermal sensors and devices."
186,A/L Pending,Maths;Technology,Certificate in Automobile Engineering,Mechanical Engineering,Maintenance Engineer Trainee,Maintenance Engineer,Plant Manager,Thermodynamics;Robotics;CAD/CAM;Quality Control,Analytical Thinking;Problem Solving;Attention to Detail,Machine Design;Fluid Mechanics;Thermodynamics;Control Systems,SolidWorks Certification;Chartered Engineer (CEng);Six Sigma,Very High,High,99000,335000-670000,No,Low,Low,"Designing, developing, building, and testing mechanical and thermal sensors and devices."
187,Career Switcher,Maths;Technology,BSc Automobile Engineering,Mechanical Engineering,Maintenance Engineer Trainee,Mechanical Engineer,Engineering Director,Thermodynamics;Robotics;CAD/CAM;Quality Control,Analytical Thinking;Problem Solving;Attention to Detail,Machine Design;Fluid Mechanics;Thermodynamics;Control Systems,SolidWorks Certification;Chartered Engineer (CEng);Six Sigma,Very High,High,97000,402000-1610000,No,Low,Low,"Designing, developing, building, and testing mechanical and thermal sensors and devices."
188,Career Switcher,Maths;Technology,BSc Automobile Engineering,Mechanical Engineering,Junior Mechanical Engineer,Maintenance Engineer,Senior Mechanical Engineer,Thermodynamics;Robotics;CAD/CAM;Quality Control,Analytical Thinking;Problem Solving;Attention to Detail,Machine Design;Fluid Mechanics;Thermodynamics;Control Systems,SolidWorks Certification;Chartered Engineer (CEng);Six Sigma,Moderate,High,116000,444000-890000,No,Low,Low,"Designing, developing, building, and testing mechanical and thermal sensors and devices."
189,A/L Completed,Maths;Technology,BSc Mechatronics,Mechanical Engineering,Maintenance Engineer Trainee,Production Engineer,Senior Mechanical Engineer,Thermodynamics;Robotics;CAD/CAM;Quality Control,Analytical Thinking;Problem Solving;Attention to Detail,Machine Design;Fluid Mechanics;Thermodynamics;Control Systems,SolidWorks Certification;Chartered Engineer (CEng);Six Sigma,Moderate,Very High,122000,430000-860000,No,Low,Medium,"Designing, developing, building, and testing mechanical and thermal sensors and devices."
190,Graduate,Maths;Technology,BSc Mechatronics,Mechanical Engineering,Design Engineer Intern,Mechanical Engineer,Plant Manager,Thermodynamics;Robotics;CAD/CAM;Quality Control,Analytical Thinking;Problem Solving;Attention to Detail,Machine Design;Fluid Mechanics;Thermodynamics;Control Systems,SolidWorks Certification;Chartered Engineer (CEng);Six Sigma,Very High,Medium,131000,361000-720000,No,Low,Low,"Designing, developing, building, and testing mechanical and thermal sensors and devices."
191,Undergraduate,Maths;Technology,BSc Automobile Engineering,Mechanical Engineering,Maintenance Engineer Trainee,Production Engineer,Plant Manager,Thermodynamics;Robotics;CAD/CAM;Quality Control,Analytical Thinking;Problem Solving;Attention to Detail,Machine Design;Fluid Mechanics;Thermodynamics;Control Systems,SolidWorks Certification;Chartered Engineer (CEng);Six Sigma,Moderate,High,116000,346000-690000,No,Low,Low,"Designing, developing, building, and testing mechanical and thermal sensors and devices."
192,Diploma Holder,Maths;Technology,Foundation in Engineering,Mechanical Engineering,Design Engineer Intern,Mechanical Engineer,Engineering Director,Thermodynamics;Robotics;CAD/CAM;Quality Control,Analytical Thinking;Problem Solving;Attention to Detail,Machine Design;Fluid Mechanics;Thermodynamics;Control Systems,SolidWorks Certification;Chartered Engineer (CEng);Six Sigma,Very High,High,114000,478000-1430000,No,Low,Low,"Designing, developing, building, and testing mechanical and thermal sensors and devices."
